fips,cbsa,metarea,metareano,state_fips,year,permits_total_pc,permits_mf_pc,permits_sf_pc,housing_stock_growth,real_house_price_index,real_rent_index,price_to_income,housing_demand_shifter
,,"736. san francisco-oakland-vallejo, ca",14,CA,1981,0.00659312,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1982,0.00481306,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1983,0.0108779,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1984,0.00212918,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1985,0.02342792,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1986,0.02706384,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1987,0.0254859,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1988,0.0297546,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1989,0.02784822,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1990,0.0151133,,,,,0.3627824,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1991,0.01246273,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1992,0.01400278,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1993,0.01247422,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1994,0.01541993,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1995,0.0136594,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1996,0.01634786,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1997,0.01965878,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1998,0.01987009,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,1999,0.02136419,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2000,0.01923156,,,,,0.35567948,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2001,0.01527983,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2002,0.01714487,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2003,0.00997179,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2004,0.00917134,,,,,,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2005,0.00930456,,,,,0.2913949,,
,,"736. san francisco-oakland-vallejo, ca",14,CA,2006,0.00677572,,,0.03047961,,0.2970647,,0.03047961
,,"736. san francisco-oakland-vallejo, ca",14,CA,2007,0.0058053,,,0.02627781,,0.29968625,,0.02627781
,,"736. san francisco-oakland-vallejo, ca",14,CA,2008,0.00270914,,,0.04471907,,0.310074,,0.04471907
,,"736. san francisco-oakland-vallejo, ca",14,CA,2009,0.00260808,,,0.05742322,,0.3272117,,0.05742322
,,"736. san francisco-oakland-vallejo, ca",14,CA,2010,0.00243237,,,-0.03821521,,0.34009537,,-0.03821521
,,"736. san francisco-oakland-vallejo, ca",14,CA,2011,0.00220843,,,0.03610319,,0.34771323,,0.03610319
,,"74. barnstable-yarmouth, ma",,MA,2000,,,,,,0.18564609,,
,,"74. barnstable-yarmouth, ma",,MA,2005,,,,,,0.11687363,,
,,"74. barnstable-yarmouth, ma",,MA,2006,,,,,,0.13191153,,
,,"74. barnstable-yarmouth, ma",,MA,2007,,,,,,0.10824022,,
,,"74. barnstable-yarmouth, ma",,MA,2008,,,,,,0.11513688,,
,,"74. barnstable-yarmouth, ma",,MA,2009,,,,,,0.13833076,,
,,"74. barnstable-yarmouth, ma",,MA,2010,,,,,,0.16761595,,
,,"74. barnstable-yarmouth, ma",,MA,2011,,,,,,0.15652952,,
,,"740. san jose, ca",,CA,1960,,,,,,0.25637656,,
,,"740. san jose, ca",,CA,1970,,,,,,0.30868596,,
,,"740. san jose, ca",10,CA,1980,0.01749855,,,,,0.32619998,,
,,"740. san jose, ca",10,CA,1981,0.00639,,,,,,,
,,"740. san jose, ca",10,CA,1982,0.00612174,,,,,,,
,,"740. san jose, ca",10,CA,1983,0.01119453,,,,,,,
,,"740. san jose, ca",10,CA,1984,0.01318582,,,,,,,
,,"740. san jose, ca",10,CA,1985,0.01309984,,,,,,,
,,"740. san jose, ca",10,CA,1986,0.01112575,,,,,,,
,,"740. san jose, ca",10,CA,1987,0.0105858,,,,,,,
,,"740. san jose, ca",10,CA,1988,0.01269401,,,,,,,
,,"740. san jose, ca",10,CA,1989,0.00876303,,,,,,,
,,"740. san jose, ca",10,CA,1990,0.00605296,,,,,0.3416638,,
,,"740. san jose, ca",10,CA,1991,0.00574343,,,,,,,
,,"740. san jose, ca",10,CA,1992,0.00601856,,,,,,,
,,"740. san jose, ca",10,CA,1993,0.0062765,,,,,,,
,,"740. san jose, ca",10,CA,1994,0.00731857,,,,,,,
,,"740. san jose, ca",10,CA,1995,0.00752492,,,,,,,
,,"740. san jose, ca",10,CA,1996,0.01386677,,,,,,,
,,"740. san jose, ca",10,CA,1997,0.01464059,,,,,,,
,,"740. san jose, ca",10,CA,1998,0.01337841,,,,,,,
,,"740. san jose, ca",10,CA,1999,0.01142839,,,,,,,
,,"740. san jose, ca",10,CA,2000,0.00977071,,,,,0.32330742,,
,,"740. san jose, ca",10,CA,2001,0.00559211,,,,,,,
,,"740. san jose, ca",10,CA,2002,0.00721196,,,,,,,
,,"740. san jose, ca",10,CA,2003,0.0088215,,,,,,,
,,"740. san jose, ca",10,CA,2004,0.00958499,,,,,,,
,,"740. san jose, ca",10,CA,2005,0.00830906,,,,,0.2709272,,
,,"740. san jose, ca",10,CA,2006,0.00739768,,,0.10850375,,0.2682344,,0.10850375
,,"740. san jose, ca",10,CA,2007,0.0067236,,,-0.03133069,,0.28213736,,-0.03133069
,,"740. san jose, ca",10,CA,2008,0.00329473,,,-0.02571192,,0.286791,,-0.02571192
,,"740. san jose, ca",10,CA,2009,0.00220795,,,0.05308382,,0.28232288,,0.05308382
,,"740. san jose, ca",10,CA,2010,0.00296113,,,-0.04805525,,0.3131435,,-0.04805525
,,"740. san jose, ca",10,CA,2011,0.00344606,,,0.05219958,,0.31524065,,0.05219958
,,"746. san luis obispo-atascad-p robles, ca",,CA,2000,,,,,,0.36079875,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2003,,,,,,0.3516999,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2005,,,,,,0.28610602,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2006,,,,,,0.28403202,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2007,,,,,,0.29061458,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2008,,,,,,0.28834355,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2009,,,,,,0.3075849,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2010,,,,,,0.34132007,,
,,"746. san luis obispo-atascad-p robles, ca",,CA,2011,,,,,,0.34495133,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,1960,,,,,,0.40341485,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,1970,,,,,,0.4018648,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,1980,,,,,,0.414109,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,1990,,,,,,0.41432005,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2000,,,,,,0.39738387,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2003,,,,,,0.36796948,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2005,,,,,,0.33738407,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2006,,,,,,0.35932773,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2007,,,,,,0.36074767,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2008,,,,,,0.3490314,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2009,,,,,,0.3753197,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2010,,,,,,0.3798377,,
,,"747. santa barbara-santa maria-lompoc, ca",,CA,2011,,,,,,0.40099007,,
,,"748. santa cruz, ca",,CA,1980,,,,,,0.36476943,,
,,"748. santa cruz, ca",,CA,1990,,,,,,0.35692197,,
,,"748. santa cruz, ca",,CA,2000,,,,,,0.37131357,,
,,"748. santa cruz, ca",,CA,2005,,,,,,0.28902268,,
,,"748. santa cruz, ca",,CA,2006,,,,,,0.28199053,,
,,"748. santa cruz, ca",,CA,2007,,,,,,0.30363986,,
,,"748. santa cruz, ca",,CA,2008,,,,,,0.3063291,,
,,"748. santa cruz, ca",,CA,2009,,,,,,0.28820756,,
,,"748. santa cruz, ca",,CA,2010,,,,,,0.31479737,,
,,"748. santa cruz, ca",,CA,2011,,,,,,0.32278177,,
,,"749. santa fe, nm",,NM,1990,,,,,,0.24099267,,
,,"749. santa fe, nm",,NM,2000,,,,,,0.23127487,,
,,"749. santa fe, nm",,NM,2005,,,,,,0.2012894,,
,,"749. santa fe, nm",,NM,2006,,,,,,0.18280949,,
,,"749. santa fe, nm",,NM,2007,,,,,,0.18957011,,
,,"749. santa fe, nm",,NM,2008,,,,,,0.18779343,,
,,"749. santa fe, nm",,NM,2009,,,,,,0.22183345,,
,,"749. santa fe, nm",,NM,2010,,,,,,0.24298427,,
,,"749. santa fe, nm",,NM,2011,,,,,,0.23453608,,
,,"750. santa rosa-petaluma, ca",,CA,1980,,,,,,0.3197158,,
,,"750. santa rosa-petaluma, ca",,CA,1990,,,,inf,,0.329806,,inf
,,"750. santa rosa-petaluma, ca",,CA,2000,,,,-1.0,,0.31585208,,-1.0
,,"750. santa rosa-petaluma, ca",,CA,2005,,,,,,0.26597583,,
,,"750. santa rosa-petaluma, ca",,CA,2006,,,,,,0.28244084,,
,,"750. santa rosa-petaluma, ca",,CA,2007,,,,,,0.29310346,,
,,"750. santa rosa-petaluma, ca",,CA,2008,,,,,,0.28596446,,
,,"750. santa rosa-petaluma, ca",,CA,2009,,,,,,0.31052244,,
,,"750. santa rosa-petaluma, ca",,CA,2010,,,,,,0.32702497,,
,,"750. santa rosa-petaluma, ca",,CA,2011,,,,,,0.33179224,,
,,"751. sarasota, fl",,FL,1980,,,,,,0.21651606,,
,,"751. sarasota, fl",,FL,1990,,,,,,0.24131382,,
,,"751. sarasota, fl",,FL,2000,,,,,,0.2177329,,
,,"751. sarasota, fl",,FL,2003,,,,,,0.1775148,,
,,"751. sarasota, fl",,FL,2005,,,,,,0.17348485,,
,,"751. sarasota, fl",,FL,2006,,,,,,0.17510831,,
,,"751. sarasota, fl",,FL,2007,,,,,,0.17555521,,
,,"751. sarasota, fl",,FL,2008,,,,,,0.20241223,,
,,"751. sarasota, fl",,FL,2009,,,,,,0.21242236,,
,,"751. sarasota, fl",,FL,2010,,,,,,0.23614839,,
,,"751. sarasota, fl",,FL,2011,,,,,,0.24304022,,
,,"752. savannah, ga",,GA,1960,,,,,,0.47220987,,
,,"752. savannah, ga",,GA,1980,,,,,,0.35938555,,
,,"752. savannah, ga",,GA,1990,,,,,,0.374423,,
,,"752. savannah, ga",,GA,2000,,,,inf,,0.36435977,,inf
,,"752. savannah, ga",,GA,2003,,,,,,0.29339305,,
,,"752. savannah, ga",,GA,2005,,,,,,0.3267283,,
,,"752. savannah, ga",,GA,2006,,,,0.10127589,,0.3297227,,0.10127589
,,"752. savannah, ga",,GA,2007,,,,-0.08078965,,0.32873666,,-0.08078965
,,"752. savannah, ga",,GA,2008,,,,0.04830267,,0.3349798,,0.04830267
,,"752. savannah, ga",,GA,2009,,,,0.03139046,,0.34151787,,0.03139046
,,"752. savannah, ga",,GA,2010,,,,0.06383181,,0.37756923,,0.06383181
,,"752. savannah, ga",,GA,2011,,,,0.30112048,,0.41192105,,0.30112048
,,"756. scranton-wilkes-barre, pa",,PA,1960,,,,,,0.38749525,,
,,"756. scranton-wilkes-barre, pa",,PA,1970,,,,,,0.29704258,,
,,"756. scranton-wilkes-barre, pa",,PA,1980,,,,,,0.26684594,,
,,"756. scranton-wilkes-barre, pa",,PA,1990,,,,,,0.23245418,,
,,"756. scranton-wilkes-barre, pa",,PA,2000,,,,,,0.22024946,,
,,"756. scranton-wilkes-barre, pa",,PA,2005,,,,,,0.18684407,,
,,"756. scranton-wilkes-barre, pa",,PA,2006,,,,,,0.1802411,,
,,"756. scranton-wilkes-barre, pa",,PA,2007,,,,,,0.19294085,,
,,"756. scranton-wilkes-barre, pa",,PA,2008,,,,,,0.19900498,,
,,"756. scranton-wilkes-barre, pa",,PA,2009,,,,,,0.20889837,,
,,"756. scranton-wilkes-barre, pa",,PA,2010,,,,,,0.2010748,,
,,"756. scranton-wilkes-barre, pa",,PA,2011,,,,,,0.21596453,,
,,"76. baton rouge, la",,LA,1960,,,,,,0.2825119,,
,,"76. baton rouge, la",,LA,1970,,,,,,0.29158357,,
,,"76. baton rouge, la",,LA,1980,,,,,,0.27400175,,
,,"76. baton rouge, la",,LA,1990,,,,-0.0990064,,0.29111198,,-0.0990064
,,"76. baton rouge, la",,LA,2000,,,,-0.11742066,,0.2616796,,-0.11742066
,,"76. baton rouge, la",,LA,2005,,,,-0.17494388,,0.22400738,,-0.17494388
,,"76. baton rouge, la",,LA,2006,,,,0.17487844,,0.22933884,,0.17487844
,,"76. baton rouge, la",,LA,2007,,,,-0.07366479,,0.22222222,,-0.07366479
,,"76. baton rouge, la",,LA,2008,,,,-0.00250444,,0.23678371,,-0.00250444
,,"76. baton rouge, la",,LA,2009,,,,-0.01632292,,0.24536873,,-0.01632292
,,"76. baton rouge, la",,LA,2010,,,,0.04473981,,0.24049693,,0.04473981
,,"76. baton rouge, la",,LA,2011,,,,0.12105104,,0.24355777,,0.12105104
,,"760. seattle-everett, wa",,WA,1960,,,,,,0.25364468,,
,,"760. seattle-everett, wa",,WA,1970,,,,,,0.2687779,,
,,"760. seattle-everett, wa",17,WA,1980,0.01445535,,,,,0.27832285,,
,,"760. seattle-everett, wa",17,WA,1981,0.01304534,,,,,,,
,,"760. seattle-everett, wa",17,WA,1982,0.00958062,,,,,,,
,,"760. seattle-everett, wa",17,WA,1983,0.01789595,,,,,,,
,,"760. seattle-everett, wa",17,WA,1984,0.01709556,,,,,,,
,,"760. seattle-everett, wa",17,WA,1985,0.02180582,,,,,,,
,,"760. seattle-everett, wa",17,WA,1986,0.02551176,,,,,,,
,,"760. seattle-everett, wa",17,WA,1987,0.02711694,,,,,,,
,,"760. seattle-everett, wa",17,WA,1988,0.02959487,,,,,,,
,,"760. seattle-everett, wa",17,WA,1989,0.03466038,,,,,,,
,,"760. seattle-everett, wa",17,WA,1990,0.03107724,,,,,0.30634797,,
,,"760. seattle-everett, wa",17,WA,1991,0.02161285,,,,,,,
,,"760. seattle-everett, wa",17,WA,1992,0.02754235,,,,,,,
,,"760. seattle-everett, wa",17,WA,1993,0.01944411,,,,,,,
,,"760. seattle-everett, wa",17,WA,1994,0.02177512,,,,,,,
,,"760. seattle-everett, wa",17,WA,1995,0.01965243,,,,,,,
,,"760. seattle-everett, wa",17,WA,1996,0.01979497,,,,,,,
,,"760. seattle-everett, wa",17,WA,1997,0.03601996,,,,,,,
,,"760. seattle-everett, wa",17,WA,1998,0.03759443,,,,,,,
,,"760. seattle-everett, wa",17,WA,1999,0.03659887,,,,,,,
,,"760. seattle-everett, wa",17,WA,2000,0.0324412,,,,,0.29270765,,
,,"760. seattle-everett, wa",17,WA,2001,0.03349158,,,,,,,
,,"760. seattle-everett, wa",17,WA,2002,0.03863604,,,,,,,
,,"760. seattle-everett, wa",17,WA,2003,0.03289952,,,,,,,
,,"760. seattle-everett, wa",17,WA,2004,0.03581821,,,,,,,
,,"760. seattle-everett, wa",17,WA,2005,0.03851762,,,,,0.23281217,,
,,"760. seattle-everett, wa",17,WA,2006,0.03335563,,,0.06319577,,0.24196516,,0.06319577
,,"760. seattle-everett, wa",17,WA,2007,0.02718053,,,0.04102439,,0.23574844,,0.04102439
,,"760. seattle-everett, wa",17,WA,2008,0.01463516,,,0.05045803,,0.25143182,,0.05045803
,,"760. seattle-everett, wa",17,WA,2009,0.01104325,,,0.05291923,,0.25629407,,0.05291923
,,"760. seattle-everett, wa",17,WA,2010,0.01346198,,,0.01402032,,0.27034634,,0.01402032
,,"760. seattle-everett, wa",17,WA,2011,0.01332822,,,0.03189037,,0.27761135,,0.03189037
,,"761. sharon, pa",,PA,1980,,,,,,0.1919989,,
,,"761. sharon, pa",,PA,1990,,,,,,0.18163987,,
,,"761. sharon, pa",,PA,2000,,,,,,0.17590459,,
,,"761. sharon, pa",,PA,2005,,,,,,0.1383956,,
,,"761. sharon, pa",,PA,2006,,,,,,0.15576324,,
,,"761. sharon, pa",,PA,2007,,,,,,0.12564433,,
,,"761. sharon, pa",,PA,2008,,,,,,0.14550264,,
,,"761. sharon, pa",,PA,2009,,,,,,0.16085272,,
,,"761. sharon, pa",,PA,2010,,,,,,0.16634305,,
,,"761. sharon, pa",,PA,2011,,,,,,0.14713217,,
,,"762. sheboygan, wi",,WI,1980,,,,,,0.21288516,,
,,"762. sheboygan, wi",,WI,1990,,,,,,0.20664439,,
,,"762. sheboygan, wi",,WI,2000,,,,,,0.18260343,,
,,"762. sheboygan, wi",,WI,2005,,,,,,0.1378693,,
,,"762. sheboygan, wi",,WI,2006,,,,,,0.15481548,,
,,"762. sheboygan, wi",,WI,2007,,,,,,0.13754325,,
,,"762. sheboygan, wi",,WI,2008,,,,,,0.14689265,,
,,"762. sheboygan, wi",,WI,2009,,,,,,0.15678777,,
,,"762. sheboygan, wi",,WI,2010,,,,,,0.16125955,,
,,"762. sheboygan, wi",,WI,2011,,,,,,0.15439673,,
,,"768. shreveport, la",,LA,1960,,,,,,0.37576097,,
,,"768. shreveport, la",,LA,1970,,,,,,0.33613753,,
,,"768. shreveport, la",,LA,1980,,,,,,0.2926002,,
,,"768. shreveport, la",,LA,1990,,,,-1.0,,0.31791174,,-1.0
,,"768. shreveport, la",,LA,2000,,,,,,0.30503678,,
,,"768. shreveport, la",,LA,2005,,,,,,0.28984717,,
,,"768. shreveport, la",,LA,2006,,,,,,0.2610006,,
,,"768. shreveport, la",,LA,2007,,,,,,0.29659784,,
,,"768. shreveport, la",,LA,2008,,,,,,0.29234892,,
,,"768. shreveport, la",,LA,2009,,,,,,0.25584713,,
,,"768. shreveport, la",,LA,2010,,,,,,0.31183398,,
,,"768. shreveport, la",,LA,2011,,,,,,0.30771515,,
,,"772. sioux city, ia/ne",,,1960,,,,,,0.298,,
,,"772. sioux city, ia/ne",,,1980,,,,,,0.24074385,,
,,"772. sioux city, ia/ne",,,2000,,,,,,0.24618515,,
,,"772. sioux city, ia/ne",,,2005,,,,,,0.22263682,,
,,"772. sioux city, ia/ne",,,2006,,,,,,0.18495683,,
,,"772. sioux city, ia/ne",,,2007,,,,,,0.2059202,,
,,"772. sioux city, ia/ne",,,2008,,,,,,0.20306513,,
,,"772. sioux city, ia/ne",,,2009,,,,,,0.23116884,,
,,"772. sioux city, ia/ne",,,2010,,,,,,0.21571238,,
,,"772. sioux city, ia/ne",,,2011,,,,,,0.21428572,,
,,"776. sioux falls, sd",,SD,1960,,,,,,0.3015125,,
,,"776. sioux falls, sd",,SD,1980,,,,,,0.2555467,,
,,"776. sioux falls, sd",,SD,2000,,,,inf,,0.30798846,,inf
,,"776. sioux falls, sd",,SD,2005,,,,0.06774194,,0.25438598,,0.06774194
,,"776. sioux falls, sd",,SD,2006,,,,0.06570997,,0.22946545,,0.06570997
,,"776. sioux falls, sd",,SD,2007,,,,0.04819277,,0.2777778,,0.04819277
,,"776. sioux falls, sd",,SD,2008,,,,0.0270453,,0.27728984,,0.0270453
,,"776. sioux falls, sd",,SD,2009,,,,0.10138249,,0.24605264,,0.10138249
,,"776. sioux falls, sd",,SD,2010,,,,-0.07949791,,0.27395412,,-0.07949791
,,"776. sioux falls, sd",,SD,2011,,,,0.01493506,,0.28947368,,0.01493506
,,"78. battle creek, mi",,MI,1980,,,,,,0.21645796,,
,,"78. battle creek, mi",,MI,1990,,,,,,0.21893744,,
,,"780. south bend-mishawaka, in",,IN,1960,,,,,,0.19085468,,
,,"780. south bend-mishawaka, in",,IN,1970,,,,,,0.19792911,,
,,"780. south bend-mishawaka, in",,IN,1980,,,,,,0.2063882,,
,,"780. south bend-mishawaka, in",,IN,1990,,,,-0.14214594,,0.21409164,,-0.14214594
,,"780. south bend-mishawaka, in",,IN,2000,,,,-0.00792424,,0.22338843,,-0.00792424
,,"780. south bend-mishawaka, in",,IN,2005,,,,-0.14477856,,0.2097714,,-0.14477856
,,"780. south bend-mishawaka, in",,IN,2006,,,,0.00267618,,0.2003264,,0.00267618
,,"780. south bend-mishawaka, in",,IN,2007,,,,-0.0473158,,0.20051524,,-0.0473158
,,"780. south bend-mishawaka, in",,IN,2008,,,,0.12257526,,0.21230502,,0.12257526
,,"780. south bend-mishawaka, in",,IN,2009,,,,-0.05964187,,0.21084335,,-0.05964187
,,"780. south bend-mishawaka, in",,IN,2010,,,,0.10783055,,0.22355463,,0.10783055
,,"780. south bend-mishawaka, in",,IN,2011,,,,0.01170887,,0.24482888,,0.01170887
,,"784. spokane, wa",,WA,1960,,,,,,0.26127866,,
,,"784. spokane, wa",,WA,1970,,,,,,0.24637099,,
,,"784. spokane, wa",,WA,1980,,,,,,0.2588123,,
,,"784. spokane, wa",,WA,1990,,,,-0.08340454,,0.29630536,,-0.08340454
,,"784. spokane, wa",,WA,2000,,,,0.06303217,,0.2859339,,0.06303217
,,"784. spokane, wa",,WA,2003,,,,,,0.2407069,,
,,"784. spokane, wa",,WA,2005,,,,,,0.25006202,,
,,"784. spokane, wa",,WA,2006,,,,0.00370933,,0.24474002,,0.00370933
,,"784. spokane, wa",,WA,2007,,,,0.08383875,,0.24121444,,0.08383875
,,"784. spokane, wa",,WA,2008,,,,-0.02008508,,0.2519499,,-0.02008508
,,"784. spokane, wa",,WA,2009,,,,-0.03392758,,0.25430527,,-0.03392758
,,"784. spokane, wa",,WA,2010,,,,0.03274762,,0.27923003,,0.03274762
,,"784. spokane, wa",,WA,2011,,,,0.02883164,,0.28490093,,0.02883164
,,"788. springfield, il",,IL,1980,,,,,,0.2640162,,
,,"788. springfield, il",,IL,1990,,,,,,0.24384087,,
,,"788. springfield, il",,IL,2000,,,,inf,,0.31865922,,inf
,,"788. springfield, il",,IL,2003,,,,,,0.19953325,,
,,"788. springfield, il",,IL,2005,,,,,,0.26915115,,
,,"788. springfield, il",,IL,2006,,,,-0.01903898,,0.2691914,,-0.01903898
,,"788. springfield, il",,IL,2007,,,,0.05268022,,0.31908548,,0.05268022
,,"788. springfield, il",,IL,2008,,,,0.01755926,,0.2555332,,0.01755926
,,"788. springfield, il",,IL,2009,,,,0.01898188,,0.26946107,,0.01898188
,,"788. springfield, il",,IL,2010,,,,-0.01608806,,0.28016788,,-0.01608806
,,"788. springfield, il",,IL,2011,,,,0.00860585,,0.32770607,,0.00860585
,,"792. springfield, mo",,MO,1960,,,,,,0.38381383,,
,,"792. springfield, mo",,MO,1980,,,,,,0.27351883,,
,,"792. springfield, mo",,MO,1990,,,,,,0.3044912,,
,,"792. springfield, mo",,MO,2000,,,,inf,,0.27801037,,inf
,,"792. springfield, mo",,MO,2005,,,,-0.1244205,,0.25533834,,-0.1244205
,,"792. springfield, mo",,MO,2006,,,,0.07353188,,0.2510264,,0.07353188
,,"792. springfield, mo",,MO,2007,,,,0.03363167,,0.2315198,,0.03363167
,,"792. springfield, mo",,MO,2008,,,,0.00858129,,0.2574765,,0.00858129
,,"792. springfield, mo",,MO,2009,,,,-0.03745793,,0.2771739,,-0.03745793
,,"792. springfield, mo",,MO,2010,,,,0.05419829,,0.27420816,,0.05419829
,,"792. springfield, mo",,MO,2011,,,,0.03835886,,0.30515063,,0.03835886
,,"8. akron, oh",,OH,1960,,,,,,0.23496187,,
,,"8. akron, oh",,OH,1970,,,,,,0.23243953,,
,,"8. akron, oh",,OH,1980,,,,,,0.23519544,,
,,"8. akron, oh",,OH,1990,,,,-0.13691364,,0.25617623,,-0.13691364
,,"8. akron, oh",,OH,2000,,,,-0.10858057,,0.24478693,,-0.10858057
,,"8. akron, oh",,OH,2005,,,,-0.20154293,,0.19410746,,-0.20154293
,,"8. akron, oh",,OH,2006,,,,-0.03432992,,0.20354262,,-0.03432992
,,"8. akron, oh",,OH,2007,,,,0.00084097,,0.20497386,,0.00084097
,,"8. akron, oh",,OH,2008,,,,0.02484613,,0.22100262,,0.02484613
,,"8. akron, oh",,OH,2009,,,,0.0166409,,0.2389281,,0.0166409
,,"8. akron, oh",,OH,2010,,,,-0.00820302,,0.23409462,,-0.00820302
,,"8. akron, oh",,OH,2011,,,,0.06777826,,0.2530875,,0.06777826
,,"800. springfield-holyoke-chicopee, ma",,MA,1960,,,,,,0.46736205,,
,,"800. springfield-holyoke-chicopee, ma",,MA,1970,,,,,,0.3267974,,
,,"800. springfield-holyoke-chicopee, ma",,MA,1980,,,,,,0.30385664,,
,,"800. springfield-holyoke-chicopee, ma",,MA,1990,,,,0.89823241,,0.36961344,,0.89823241
,,"800. springfield-holyoke-chicopee, ma",,MA,2000,,,,-0.45732207,,0.29878932,,-0.45732207
,,"800. springfield-holyoke-chicopee, ma",,MA,2005,,,,-0.11096051,,0.23778763,,-0.11096051
,,"800. springfield-holyoke-chicopee, ma",,MA,2006,,,,0.01282388,,0.23430002,,0.01282388
,,"800. springfield-holyoke-chicopee, ma",,MA,2007,,,,-0.04543532,,0.23498195,,-0.04543532
,,"800. springfield-holyoke-chicopee, ma",,MA,2008,,,,0.05027913,,0.23446205,,0.05027913
,,"800. springfield-holyoke-chicopee, ma",,MA,2009,,,,0.02020833,,0.2468461,,0.02020833
,,"800. springfield-holyoke-chicopee, ma",,MA,2010,,,,-0.05629359,,0.27214536,,-0.05629359
,,"800. springfield-holyoke-chicopee, ma",,MA,2011,,,,0.05274696,,0.26768225,,0.05274696
,,"804. stamford, ct",,CT,1980,,,,,,0.34058452,,
,,"804. stamford, ct",,CT,1990,,,,0.47245767,,0.3089629,,0.47245767
,,"804. stamford, ct",,CT,2000,,,,-0.73475423,,0.21652313,,-0.73475423
,,"804. stamford, ct",,CT,2005,,,,0.08309742,,0.13457331,,0.08309742
,,"804. stamford, ct",,CT,2006,,,,0.0086415,,0.14648998,,0.0086415
,,"804. stamford, ct",,CT,2007,,,,-0.07171956,,0.1510129,,-0.07171956
,,"804. stamford, ct",,CT,2008,,,,0.07731624,,0.14777404,,0.07731624
,,"804. stamford, ct",,CT,2009,,,,-0.05932826,,0.14679556,,-0.05932826
,,"804. stamford, ct",,CT,2010,,,,0.09371967,,0.16985907,,0.09371967
,,"804. stamford, ct",,CT,2011,,,,-0.03462479,,0.16084656,,-0.03462479
,,"805. state college, pa",,PA,1980,,,,,,0.328,,
,,"805. state college, pa",,PA,1990,,,,,,0.25570852,,
,,"805. state college, pa",,PA,2000,,,,,,0.26066494,,
,,"805. state college, pa",,PA,2005,,,,,,0.2158931,,
,,"805. state college, pa",,PA,2006,,,,,,0.2074883,,
,,"805. state college, pa",,PA,2007,,,,,,0.19703704,,
,,"805. state college, pa",,PA,2008,,,,,,0.23879445,,
,,"805. state college, pa",,PA,2009,,,,,,0.23676248,,
,,"805. state college, pa",,PA,2010,,,,,,0.24235474,,
,,"805. state college, pa",,PA,2011,,,,,,0.22265022,,
,,"808. steubenville-weirton,oh/wv",,,1960,,,,,,0.36203867,,
,,"808. steubenville-weirton,oh/wv",,,1980,,,,,,0.20484293,,
,,"812. stockton, ca",,CA,1960,,,,,,0.32062325,,
,,"812. stockton, ca",,CA,1970,,,,,,0.34848484,,
,,"812. stockton, ca",,CA,1980,,,,,,0.35105383,,
,,"812. stockton, ca",,CA,1990,,,,-1.0,,0.3871948,,-1.0
,,"812. stockton, ca",,CA,2000,,,,inf,,0.36676377,,inf
